DOY,LAI
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.07313486572421457
131,0.08288618115410928
132,0.092637496584004
133,0.14835929904054723
134,0.20408110149709047
135,0.2598029039536338
136,0.31552470641017694
137,0.3712465088667203
138,0.4269683113232635
139,0.48269011377980675
140,0.5509493217890729
141,0.687467737807606
142,0.809359180681291
143,0.8873697041204514
144,1.00926114699414
145,1.1506552207276184
146,1.2920492944610968
147,1.5309565224935273
148,1.6577236230821626
149,1.852749931680064
150,2.081905844282598
151,2.311061756885132
152,2.662109112361355
153,2.8693245652466253
154,3.076540018131895
155,3.3154472461643243
156,3.4373386890380124
157,3.6323649976359142
158,3.79813735994413
159,3.8615209102384487
160,3.9687853799672936
161,4.007790641686874
162,3.9834123531121364
163,4.007790641686874
164,4.090676822840981
165,4.1540603731353
166,4.222319581144566
167,4.2515735274342505
168,4.269450939055725
169,4.287328350677199
170,4.305205762298673
171,4.441724178317204
172,4.436848520602257
173,4.397843258882677
174,4.358837997163096
175,4.3344597085883585
176,4.305205762298673
177,4.275951816008988
178,4.275951816008988
179,4.305205762298673
180,4.319832735443516
181,4.344211024018254
182,4.3685893125929915
183,4.392967601167729
184,4.4173458897424664
185,4.441724178317204
186,4.466102466891942
187,4.519734701756365
188,4.573366936620788
189,4.597745225195526
190,4.616028941626579
191,4.634312658057633
192,4.652596374488685
193,4.670880090919739
194,4.668713131935317
195,4.666546172950897
196,4.664379213966475
197,4.662212254982054
