DOY,LAI
1,0.0
2,0.0031250000000000444
3,0.006249999999999978
4,0.009375000000000022
5,0.012500000000000067
6,0.015625
7,0.019583333333333452
8,0.023541666666666683
9,0.027500000000000024
10,0.028333333333333433
11,0.02916666666666673
12,0.030000000000000027
13,0.030833333333333435
14,0.03166666666666673
15,0.03250000000000003
16,0.033333333333333326
17,0.034166666666666734
18,0.03500000000000003
19,0.03583333333333333
20,0.036666666666666736
21,0.03750000000000003
22,0.03833333333333333
23,0.03916666666666674
24,0.040000000000000036
25,0.04083333333333333
26,0.04166666666666674
27,0.04250000000000004
28,0.043333333333333335
29,0.04416666666666669
30,0.04500000000000004
31,0.04583333333333334
32,0.04666666666666669
33,0.04749999999999999
34,0.04833333333333334
35,0.04916666666666669
36,0.04999999999999999
37,0.0508333333333334
38,0.051666666666666694
39,0.05249999999999999
40,0.0533333333333334
41,0.054166666666666696
42,0.1175
43,0.1808333333333334
44,0.24416666666666675
45,0.3075
46,0.37083333333333346
47,0.4341666666666667
48,0.49749999999999994
49,0.5608333333333334
50,0.5366666666666667
51,0.5125
52,0.4883333333333334
53,0.4641666666666667
54,0.44000000000000006
55,0.4242307692307693
56,0.4084615384615383
57,0.3926923076923078
58,0.439423076923077
59,0.48615384615384616
60,0.5328846153846152
61,0.5796153846153846
62,0.6263461538461539
63,0.673076923076923
64,0.719807692307692
65,0.7665384615384615
66,0.7757692307692307
67,0.7849999999999998
68,0.7728571428571428
69,0.7607142857142856
70,0.7485714285714286
71,0.7364285714285713
72,0.7242857142857141
73,0.712142857142857
74,0.7124999999999998
75,0.7128571428571425
76,0.7132142857142857
77,0.7135714285714285
78,0.7139285714285714
79,0.7142857142857143
80,0.7146428571428571
81,0.715
82,0.7074999999999999
83,0.6999999999999998
84,0.6925000000000001
85,0.685
86,0.6775
87,0.6700000000000002
88,0.6625000000000001
89,0.6550000000000001
90,0.6975000000000001
91,0.7400000000000001
92,0.7825000000000001
93,0.8250000000000001
94,0.8675
95,0.91
96,0.9525000000000002
97,0.9950000000000002
98,0.9875000000000004
99,0.9909999999999998
100,0.9945
101,0.9980000000000003
102,1.0015
103,1.0050000000000003
104,1.0084999999999997
105,1.012
106,0.9905
107,0.9690000000000004
108,0.9474999999999999
109,0.9396666666666672
110,0.9318333333333332
111,0.924
112,0.9161666666666669
113,0.9083333333333333
114,0.8754999999999998
115,0.8426666666666666
116,0.8098333333333333
117,0.7770000000000002
118,0.7441666666666668
119,0.7113333333333333
120,0.6784999999999998
121,0.6456666666666667
122,0.6628333333333333
123,0.6799999999999999
124,0.7784999999999999
125,0.8770000000000001
126,0.9754999999999999
127,1.0739999999999998
128,1.1724999999999999
129,1.271
130,1.3569999999999998
131,1.4429999999999996
132,1.529
133,1.6149999999999998
134,1.6149999999999998
135,1.6149999999999998
136,1.6149999999999998
137,1.6149999999999998
138,1.54
139,1.4649999999999999
140,1.3900000000000001
141,1.315
142,1.2399999999999998
143,1.165
144,1.0899999999999999
145,1.0150000000000001
146,1.0150000000000001
147,1.0150000000000001
148,1.0150000000000001
149,1.0150000000000001
150,1.0150000000000001
151,1.0150000000000001
152,1.0150000000000001
153,1.0150000000000001
154,1.0150000000000001
155,1.0150000000000001
156,1.0150000000000001
157,1.0150000000000001
158,1.0150000000000001
159,1.0150000000000001
160,1.0150000000000001
161,1.0150000000000001
162,1.01421875
163,1.0134375000000002
164,1.01265625
165,1.0118749999999999
166,1.0110937500000001
167,1.0103125
168,1.0095312500000002
169,1.00875
170,1.0079687499999999
171,1.0071875000000001
172,1.00640625
173,1.0056249999999998
174,1.00484375
175,1.0040624999999999
176,1.0032812500000001
177,1.0025
178,1.0017187499999998
179,1.0009375
180,1.0001562499999999
181,0.999375
182,0.9985937500000001
183,0.9978124999999999
184,0.9970312499999999
185,0.99625
186,0.9899999999999999
187,0.98375
188,0.9774999999999999
189,0.9712500000000001
190,0.965
191,0.9587499999999999
192,0.9525
193,0.9462499999999999
194,0.94546875
195,0.9446875
196,0.9439062500000001
197,0.9431249999999999
198,0.9423437499999999
199,0.9415625
200,0.94078125
201,0.9400000000000001
202,0.936875
203,0.93375
204,0.9306249999999999
205,0.9274999999999999
206,0.9243750000000001
207,0.92125
208,0.918125
209,0.9149999999999999
210,0.8993749999999999
211,0.8837499999999999
212,0.8681249999999999
213,0.8525000000000001
214,0.8368750000000001
215,0.8212500000000001
216,0.8056250000000001
217,0.7900000000000001
218,0.7931250000000002
219,0.7962500000000002
220,0.7993750000000001
221,0.8025000000000001
222,0.8056250000000001
223,0.80875
224,0.811875
225,0.8150000000000001
226,0.8025000000000001
227,0.7900000000000001
228,0.7775
229,0.765
230,0.7525000000000001
231,0.7399999999999999
232,0.7274999999999999
233,0.715
234,0.7118749999999999
235,0.70875
236,0.7056250000000001
237,0.7025
238,0.699375
239,0.69625
240,0.6931250000000001
241,0.6900000000000001
242,0.680625
243,0.67125
244,0.661875
245,0.6525
246,0.6431250000000001
247,0.63375
248,0.624375
249,0.615
250,0.615
251,0.615
252,0.615
253,0.615
254,0.615
255,0.615
256,0.615
257,0.615
258,0.615
259,0.615
260,0.615
261,0.615
262,0.615
263,0.615
264,0.615
265,0.615
266,0.615
267,0.615
268,0.615
269,0.615
270,0.615
271,0.615
272,0.615
273,0.615
274,0.615
275,0.615
276,0.615
277,0.615
278,0.615
279,0.615
280,0.615
281,0.615
282,0.615
283,0.615
284,0.615
285,0.615
286,0.615
287,0.615
288,0.615
289,0.615
290,0.59
291,0.565
292,0.5399999999999999
293,0.515
294,0.4899999999999999
295,0.46499999999999997
296,0.43999999999999995
297,0.4149999999999999
298,0.4149999999999999
299,0.4149999999999999
300,0.4149999999999999
301,0.4149999999999999
302,0.4149999999999999
303,0.4149999999999999
304,0.4149999999999999
305,0.4149999999999999
306,0.4149999999999999
307,0.4149999999999999
308,0.4149999999999999
309,0.4149999999999999
310,0.4149999999999999
311,0.4149999999999999
312,0.4149999999999999
313,0.4149999999999999
314,0.4149999999999999
315,0.4149999999999999
316,0.4149999999999999
317,0.4149999999999999
318,0.4149999999999999
319,0.40642857142857136
320,0.3978571428571428
321,0.38928571428571423
322,0.3682142857142857
323,0.3471428571428571
324,0.32607142857142846
325,0.3049999999999998
326,0.2839285714285713
327,0.2628571428571428
328,0.24178571428571416
329,0.22071428571428564
330,0.21214285714285708
331,0.20357142857142851
332,0.19499999999999995
333,0.1864285714285714
334,0.17785714285714282
335,0.16928571428571426
336,0.16071428571428564
337,0.15214285714285708
338,0.14357142857142846
339,0.1349999999999999
340,0.1264285714285714
341,0.11785714285714277
342,0.10928571428571421
343,0.10071428571428565
344,0.09214285714285708
345,0.08357142857142852
346,0.07363281249999998
347,0.06369419642857133
348,0.05375558035714273
349,0.043816964285714244
350,0.03387834821428565
351,0.02393973214285705
352,0.014001116071428454
353,0.004062499999999913
354,0.006064453124999869
355,0.008066406249999936
356,0.010068359374999891
357,0.012070312499999847
358,0.014072265624999913
359,0.01607421874999987
360,0.018076171874999936
361,0.02007812499999989
