DOY,LAI
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.050000000000000044
104,0.06562500000000004
105,0.08125000000000004
106,0.09687500000000004
107,0.11250000000000004
108,0.12812500000000004
109,0.14375000000000004
110,0.15937500000000004
111,0.17500000000000004
112,0.19062500000000004
113,0.20625000000000004
114,0.22187500000000004
115,0.23750000000000004
116,0.25312500000000004
117,0.26875000000000004
118,0.28437500000000004
119,0.30000000000000004
120,0.45124999999999993
121,0.6025
122,0.7537500000000001
123,0.9050000000000002
124,1.05625
125,1.2075
126,1.3587500000000001
127,1.5100000000000002
128,1.5766666666666667
129,1.6433333333333335
130,1.71
131,1.7766666666666668
132,1.8433333333333333
133,1.9100000000000001
134,1.9766666666666666
135,2.0433333333333334
136,2.11
137,2.16625
138,2.2224999999999997
139,2.27875
140,2.3350000000000004
141,2.39125
142,2.4475000000000002
143,2.5037499999999997
144,2.56
145,2.5799999999999996
146,2.6
147,2.6199999999999997
148,2.64
149,2.6599999999999997
150,2.68
151,2.6999999999999997
152,2.72
153,2.7399999999999998
154,2.749375
155,2.7587499999999996
156,2.768125
157,2.7774999999999994
158,2.7868749999999998
159,2.79625
160,2.8056249999999996
161,2.815
162,2.8243750000000003
163,2.8337499999999998
164,2.843125
165,2.8525000000000005
166,2.861875
167,2.8712500000000003
168,2.8806249999999998
169,2.89
170,2.895
171,2.9
172,2.905
173,2.9099999999999997
174,2.9149999999999996
175,2.9199999999999995
176,2.9250000000000003
177,2.93
178,2.935
179,2.94
180,2.945
181,2.9499999999999997
182,2.9581818181818176
183,2.9663636363636363
184,2.974545454545454
185,2.982727272727273
186,2.9909090909090907
187,2.9990909090909095
188,3.0072727272727273
189,3.015454545454546
190,3.023636363636364
191,3.0318181818181826
192,3.0400000000000005
